集計期間,売上,会計数,会計単価,客数,客単価,商品数,現金支払合計額,現金その他支払合計額,割引額,取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量
,,,,,,,,,,RB0120260124233456000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5A98C852E7441E597C2DEF4178706D4,ジャパニーズカクテル,本わさびジンソニック,1800,1
,,,,,,,,,,RB0120260124233456000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5A98C852E7441E597C2DEF4178706D4,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,1
,,,,,,,,,,RB0120260124233456000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5A98C852E7441E597C2DEF4178706D4,スナック,パテドカンパーニュ,1000,1
,,,,,,,,,,RB0120260125202519000,2026/01/25,20:42:32,5940,5400,540,0,5940,540,0,5940,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,540,2,5,00:17:12,"7, 8",大泉,35AA23754FEA42CC995F886FB48C4399,その他,tablecharge,500,2
,,,,,,,,,,RB0120260125202519000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35AA23754FEA42CC995F886FB48C4399,ビール,ガージェリー,1300,1
,,,,,,,,,,RB0120260125202519000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35AA23754FEA42CC995F886FB48C4399,ノンアルコールカクテル,シャーリーテンプル,1300,1
,,,,,,,,,,RB0120260125202519000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35AA23754FEA42CC995F886FB48C4399,ワイン（グラス）,"サングリア赤　1,800円",1800,1
,,,,,,,,,,RB0120260125192505000,2026/01/25,20:43:45,14000,14000,1272,0,14000,1272,0,11000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,2,2,01:18:40,C,大泉,9F7C15E7295642489F5C02467599AB00,未設定,7000円飲み放題付（2時間制）,7000,2
,,,,,,,,,,RB0120260125202444000,2026/01/25,20:45:17,5060,4600,460,0,5060,460,0,5060,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0,460,1,5,00:20:32,5,大泉,EF0EA89B56A54632BCD6AC30B8491640,スナック,パプリカ詰めオリーブ,1000,1
,,,,,,,,,,RB0120260125202444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF0EA89B56A54632BCD6AC30B8491640,その他,tablecharge,500,1
,,,,,,,,,,RB0120260125202444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF0EA89B56A54632BCD6AC30B8491640,その他,丸氷,100,1
,,,,,,,,,,RB0120260125202444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF0EA89B56A54632BCD6AC30B8491640,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,1
,,,,,,,,,,RB0120260125202444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF0EA89B56A54632BCD6AC30B8491640,ウイスキー,グレンフィディック12年,1600,1
,,,,,,,,,,RB0120260125202343000,2026/01/25,21:16:08,20460,18600,1860,0,20460,1860,0,20460,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,0,1860,6,15,00:52:25,D,大泉,0764928B5E49441DBF8D60C34021744B,その他,tablecharge,500,6
,,,,,,,,,,RB0120260125202343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0764928B5E49441DBF8D60C34021744B,ご飯もの,ボロネーゼ,1600,1
,,,,,,,,,,RB0120260125202343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0764928B5E49441DBF8D60C34021744B,ジャパニーズカクテル,山葵と梨のスマッシュ,2300,1
,,,,,,,,,,RB0120260125202343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0764928B5E49441DBF8D60C34021744B,ジャパニーズカクテル,Japanese High Tea,1800,2
,,,,,,,,,,RB0120260125202343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0764928B5E49441DBF8D60C34021744B,ジャパニーズカクテル,Niu Japonica,1600,2
,,,,,,,,,,RB0120260125202343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0764928B5E49441DBF8D60C34021744B,ノンアルコールカクテル,シャーリーテンプル,1300,1
,,,,,,,,,,RB0120260125202343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0764928B5E49441DBF8D60C34021744B,オリジナルカクテル,Tommy's Verde Margarita,1800,2
,,,,,,,,,,RB0120260125230423000,2026/01/25,23:14:11,2560,3200,232,0,2560,232,3010,0,0,0,0,0,0,0,0,0,0,0,0,450,0,-640,0,-640,2,4,00:09:48,"4, 5",大泉,A48C4F5CA0FA402989CD724381D46D12,未設定,No charge,0,2
,,,,,,,,,,RB0120260125230423000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A48C4F5CA0FA402989CD724381D46D12,ノンアルコールカクテル,ピニャコラーダ,1800,1
,,,,,,,,,,RB0120260125230423000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A48C4F5CA0FA402989CD724381D46D12,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,1
,,,,,,,,,,RB0120260126200654000,2026/01/26,20:08:52,10600,11000,963,0,10600,963,0,7600,0,0,0,0,0,0,0,3000,0,0,0,0,0,-400,0,-400,2,2,00:01:58,E,大泉,67352D57708D482EBCB88644B0B8CEEF,コース&セット,ハイティー（ノンアルコール）,5500,2
,,,,,,,,,,RB0120260126201421000,2026/01/26,20:25:33,21670,19700,1970,0,21670,1970,0,21670,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,0,1970,4,15,00:11:12,C,大泉,1ADB9B6C3E69471A87EA4FB4CB7A1209,スナック,MIXローストナッツ,800,1
,,,,,,,,,,RB0120260126201421000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ADB9B6C3E69471A87EA4FB4CB7A1209,スナック,チーズ盛り合わせ,2200,1
,,,,,,,,,,RB0120260126201421000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ADB9B6C3E69471A87EA4FB4CB7A1209,その他,tablecharge,500,4
,,,,,,,,,,RB0120260126201421000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ADB9B6C3E69471A87EA4FB4CB7A1209,スナック,ビーフジャーキー,1000,1
,,,,,,,,,,RB0120260126201421000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ADB9B6C3E69471A87EA4FB4CB7A1209,ジャパニーズカクテル,Niu Japonica,1600,2
,,,,,,,,,,RB0120260126201421000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ADB9B6C3E69471A87EA4FB4CB7A1209,オリジナルカクテル,Arrow Head,2000,1
,,,,,,,,,,RB0120260126201421000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ADB9B6C3E69471A87EA4FB4CB7A1209,オリジナルカクテル,Syndicate,1800,1
,,,,,,,,,,RB0120260126201421000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ADB9B6C3E69471A87EA4FB4CB7A1209,オリジナルカクテル,セイロンバックスフィズ,1500,1
,,,,,,,,,,RB0120260126201421000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ADB9B6C3E69471A87EA4FB4CB7A1209,オリジナルカクテル,Cafe Oaxaca,1600,1
,,,,,,,,,,RB0120260126201421000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ADB9B6C3E69471A87EA4FB4CB7A1209,ジャパニーズカクテル,本わさびジンソニック,1800,2
,,,,,,,,,,RB0120260126193735000,2026/01/26,20:33:49,12210,11100,1110,0,12210,1110,0,12210,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,0,1110,2,9,00:56:13,D,大泉,E5872E5CEF614438A8816EC6A3869F7E,その他,tablecharge,500,2
,,,,,,,,,,RB0120260126193735000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E5872E5CEF614438A8816EC6A3869F7E,ジャパニーズカクテル,Japanese High Tea,1800,1
,,,,,,,,,,RB0120260126193735000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E5872E5CEF614438A8816EC6A3869F7E,スナック,鴨のスモーク,800,1
,,,,,,,,,,RB0120260126193735000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E5872E5CEF614438A8816EC6A3869F7E,スナック,牡蠣のレモンマリネ,1000,1
,,,,,,,,,,RB0120260126193735000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E5872E5CEF614438A8816EC6A3869F7E,アラカルト,ガーリックシュリンプ,1500,1
,,,,,,,,,,RB0120260126193735000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E5872E5CEF614438A8816EC6A3869F7E,オリジナルカクテル,セイロンバックスフィズ,1500,1
,,,,,,,,,,RB0120260126193735000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E5872E5CEF614438A8816EC6A3869F7E,オリジナルカクテル,ゴールデンタイムフィズ,1700,1
,,,,,,,,,,RB0120260126193735000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E5872E5CEF614438A8816EC6A3869F7E,ワイン（グラス）,"サングリア赤　1,800円",1800,1
,,,,,,,,,,RB0120260126211416000,2026/01/26,21:35:45,3850,3500,350,0,3850,350,5000,0,0,0,0,0,0,0,0,0,0,0,0,1150,0,350,0,350,1,4,00:21:29,4,大泉,8CFDCD49D1B5472AB1A17D741A2074C1,その他,tablecharge,500,1
,,,,,,,,,,RB0120260126211416000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8CFDCD49D1B5472AB1A17D741A2074C1,その他,丸氷,100,1
,,,,,,,,,,RB0120260126211416000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8CFDCD49D1B5472AB1A17D741A2074C1,ジャパニーズウイスキー,竹鶴,1700,1
,,,,,,,,,,RB0120260126211416000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8CFDCD49D1B5472AB1A17D741A2074C1,ウイスキー,ブッシュミルズ12年,1200,1
,,,,,,,,,,RB0120260126203206000,2026/01/26,21:47:53,5830,5300,530,0,5830,530,0,5830,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,530,2,5,01:15:46,"7, 8",大泉,DD36AC5757554050ABCC84F9F9C3C9E5,その他,tablecharge,500,2
,,,,,,,,,,RB0120260126203206000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD36AC5757554050ABCC84F9F9C3C9E5,ワイン（グラス）,デバルド・ロッソ,1200,1
,,,,,,,,,,RB0120260126203206000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD36AC5757554050ABCC84F9F9C3C9E5,ジャパニーズカクテル,Japanese High Tea,1800,1
,,,,,,,,,,RB0120260126203206000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD36AC5757554050ABCC84F9F9C3C9E5,ノンアルコールカクテル,シャーリーテンプル,1300,1
,,,,,,,,,,RB0120260126224507000,2026/01/26,23:07:29,9020,8200,820,0,9020,820,0,9020,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,820,4,9,00:22:21,E,大泉,C2DBA7C67DFB4F4088514EE564252DC5,スナック,生チョコレート,1000,1
,,,,,,,,,,RB0120260126224507000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2DBA7C67DFB4F4088514EE564252DC5,その他,tablecharge,500,4
,,,,,,,,,,RB0120260126224507000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2DBA7C67DFB4F4088514EE564252DC5,ワイン（グラス）,デバルド・ビアンコ,1200,2
,,,,,,,,,,RB0120260126224507000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2DBA7C67DFB4F4088514EE564252DC5,ワイン（グラス）,デバルド・ロッソ,1200,1
,,,,,,,,,,RB0120260126224507000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2DBA7C67DFB4F4088514EE564252DC5,オリジナルカクテル,Cafe Oaxaca,1600,1
,,,,,,,,,,RB0120260126203038000,2026/01/26,23:12:33,32950,29960,2995,0,32950,2995,0,32950,0,0,0,0,0,0,0,0,0,0,0,0,0,2990,-3440,-450,5,23,02:41:55,"1, 2, 3",大泉,DC60ED77E0D84BD79FA2F02C8BF76D9A,未設定,No charge,0,5
,,,,,,,,,,RB0120260126203038000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC60ED77E0D84BD79FA2F02C8BF76D9A,スナック,生ハム盛り,1600,1
,,,,,,,,,,RB0120260126203038000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC60ED77E0D84BD79FA2F02C8BF76D9A,アラカルト,前菜の盛り合わせ,1800,1
,,,,,,,,,,RB0120260126203038000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC60ED77E0D84BD79FA2F02C8BF76D9A,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,3
,,,,,,,,,,RB0120260126203038000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC60ED77E0D84BD79FA2F02C8BF76D9A,ビール,ハートランド,1000,4
,,,,,,,,,,RB0120260126203038000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC60ED77E0D84BD79FA2F02C8BF76D9A,アラカルト,フレンチフライ,1000,2
,,,,,,,,,,RB0120260126203038000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC60ED77E0D84BD79FA2F02C8BF76D9A,ジャパニーズカクテル,Niu Japonica,1600,1
,,,,,,,,,,RB0120260126203038000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC60ED77E0D84BD79FA2F02C8BF76D9A,ご飯もの,ラザニア,1600,2
,,,,,,,,,,RB0120260126203038000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC60ED77E0D84BD79FA2F02C8BF76D9A,アラカルト,ガーリックシュリンプ,1500,1
,,,,,,,,,,RB0120260126203038000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC60ED77E0D84BD79FA2F02C8BF76D9A,ワイン,テバルド・ビアンコ,6500,2
,,,,,,,,,,RB0120260126203038000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC60ED77E0D84BD79FA2F02C8BF76D9A,ソフトドリンク,フィーバーツリーソーダ,800,1
,,,,,,,,,,RB0120260126230306000,2026/01/27,00:11:53,6270,5700,570,0,6270,570,10000,0,0,0,0,0,0,0,0,0,0,0,0,3730,0,570,0,570,1,4,01:08:46,8,大泉,37533D032CD24C379A803A6202A0728F,その他,tablecharge,500,1
,,,,,,,,,,RB0120260126230306000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37533D032CD24C379A803A6202A0728F,スナック,生ハム盛り,1600,1
,,,,,,,,,,RB0120260126230306000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37533D032CD24C379A803A6202A0728F,ジャパニーズカクテル,本わさびジンソニック,1800,1
,,,,,,,,,,RB0120260126230306000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37533D032CD24C379A803A6202A0728F,ワイン（グラス）,"サングリア赤　1,800円",1800,1
,,,,,,,,,,RB0120260127183751000,2026/01/27,20:00:54,11000,11000,1000,0,11000,1000,0,0,0,0,8000,0,0,0,0,3000,0,0,0,0,0,0,0,0,2,2,01:23:03,E,大泉,237F6E15CF7E4209970015413B637A38,コース&セット,ハイティー（ノンアルコール）,5500,2
,,,,,,,,,,RB0120260127184815000,2026/01/27,21:27:46,15000,15000,1363,0,15000,1363,20000,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,2,4,02:39:31,A,大泉,7DAFA3B8236748EAB99B32CCC217CBA6,その他,tablecharge,500,2
,,,,,,,,,,RB0120260127184815000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7DAFA3B8236748EAB99B32CCC217CBA6,未設定,7000円飲み放題付（2時間制）,7000,2
,,,,,,,,,,000120260127212911835,2026/01/27,21:29:45,5500,5500,500,0,5500,500,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,02:16:49,C,大泉,EA15DB4B15514732A853B8D56BBC2BE3,コース&セット,その他CLPコース,5500,1
,,,,,,,,,,000120260127213005724,2026/01/27,21:30:50,5500,5500,500,0,5500,500,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,02:17:55,C,大泉,976A72100578483D9E240D0FA70204E4,コース&セット,その他CLPコース,5500,1
,,,,,,,,,,RB0120260127203040000,2026/01/27,22:08:19,15840,14400,1440,0,15840,1440,0,15840,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,3,15,01:37:39,B,大泉,71FC448508014940AE86D3747CAD7F2B,その他,tablecharge,500,3
,,,,,,,,,,RB0120260127203040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71FC448508014940AE86D3747CAD7F2B,その他,丸氷,100,6
,,,,,,,,,,RB0120260127203040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71FC448508014940AE86D3747CAD7F2B,ジャパニーズウイスキー,竹鶴,1700,1
,,,,,,,,,,RB0120260127203040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71FC448508014940AE86D3747CAD7F2B,ジャパニーズウイスキー,宮城峡　蒸留所限定,1800,1
,,,,,,,,,,RB0120260127203040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71FC448508014940AE86D3747CAD7F2B,ジャパニーズウイスキー,イチローズモルト ホワイトラベル,1400,1
,,,,,,,,,,RB0120260127203040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71FC448508014940AE86D3747CAD7F2B,ウイスキー,マッカランダブルカスク12年,2500,1
,,,,,,,,,,RB0120260127203040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71FC448508014940AE86D3747CAD7F2B,ウイスキー,グレンモーレンジィ 18年,2400,1
,,,,,,,,,,RB0120260127203040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71FC448508014940AE86D3747CAD7F2B,ウイスキー,ラガヴーリン 16年,2500,1
,,,,,,,,,,RB0120260127203013000,2026/01/27,22:24:26,15620,14200,1420,0,15620,1420,0,15620,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,0,1420,2,10,01:54:13,E,大泉,1DF28445297A4E8090C07498E708957F,その他,tablecharge,500,2
,,,,,,,,,,RB0120260127203013000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1DF28445297A4E8090C07498E708957F,ウイスキー（ハイボール・ボトル・オリジナル）,プレミアムハウスハイボール,2000,4
,,,,,,,,,,RB0120260127203013000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1DF28445297A4E8090C07498E708957F,ビール,ガージェリー,1300,4
,,,,,,,,,,RB0120260127225555000,2026/01/27,22:57:13,5060,4600,460,0,5060,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0,460,2,4,00:01:18,D,大泉,267442385B8640D69501AEF214B069AA,その他,tablecharge,500,2
,,,,,,,,,,RB0120260127225555000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267442385B8640D69501AEF214B069AA,ジャパニーズカクテル,本わさびジンソニック,1800,2
,,,,,,,,,,RB0120260127192050000,2026/01/27,22:57:52,46880,46140,4261,0,46880,4261,0,0,0,0,0,0,0,0,0,0,0,0,46880,0,0,-8,1308,1300,5,14,03:37:02,"1, 2, 3",大泉,2F1FF1BB0B934AF8A5BBAE4EBE6C36D9,その他,丸氷,100,2
,,,,,,,,,,RB0120260127192050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2F1FF1BB0B934AF8A5BBAE4EBE6C36D9,コース&セット,6500円飲み放題付（2時間制）,6500,5
,,,,,,,,,,RB0120260127192050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2F1FF1BB0B934AF8A5BBAE4EBE6C36D9,ジャパニーズウイスキー,ピュアモルト(黒),1800,3
,,,,,,,,,,RB0120260127192050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2F1FF1BB0B934AF8A5BBAE4EBE6C36D9,日本酒,作,1700,4
,,,,,,,,,,RB0120260127231001000,2026/01/27,23:11:25,1860,3100,169,0,1860,169,0,1860,0,0,0,0,0,0,0,0,0,0,0,0,0,-1240,0,-1240,0,3,00:01:24,1,大泉,47D3BF76F5F34814BC7D29D0B1114731,未設定,No charge,0,1
,,,,,,,,,,RB0120260127231001000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47D3BF76F5F34814BC7D29D0B1114731,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,1
,,,,,,,,,,RB0120260127231001000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47D3BF76F5F34814BC7D29D0B1114731,ウイスキー,ロイヤルブラックラ 12年,1800,1
,,,,,,,,,,RB0120260127235709000,2026/01/28,00:28:36,6600,6000,600,0,6600,600,0,0,0,0,6600,0,0,0,0,0,0,0,0,0,0,600,0,600,3,6,00:31:27,E,大泉,D2DF7E94B46D4866BCD2A2155736F081,その他,tablecharge,500,3
,,,,,,,,,,RB0120260127235709000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D2DF7E94B46D4866BCD2A2155736F081,ジン,エンジン,1500,3
,,,,,,,,,,RB0120260127232002000,2026/01/28,00:32:36,27390,24900,2490,0,27390,2490,0,27390,0,0,0,0,0,0,0,0,0,0,0,0,0,2490,0,2490,7,18,01:12:34,"B, C",大泉,135CE5DD78E745F6883A32632496A531,その他,tablecharge,500,7
,,,,,,,,,,RB0120260127232002000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135CE5DD78E745F6883A32632496A531,ビール,ガージェリー,1300,1
,,,,,,,,,,RB0120260127232002000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135CE5DD78E745F6883A32632496A531,ジャパニーズカクテル,山葵と梨のスマッシュ,2300,1
,,,,,,,,,,RB0120260127232002000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135CE5DD78E745F6883A32632496A531,オリジナルカクテル,Arrow Head,2000,1
,,,,,,,,,,RB0120260127232002000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135CE5DD78E745F6883A32632496A531,オリジナルカクテル,Arrow Head,2000,1
,,,,,,,,,,RB0120260127232002000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135CE5DD78E745F6883A32632496A531,オリジナルカクテル,Syndicate,1800,1
,,,,,,,,,,RB0120260127232002000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135CE5DD78E745F6883A32632496A531,オリジナルカクテル,Espresso Martini,1800,1
,,,,,,,,,,RB0120260127232002000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135CE5DD78E745F6883A32632496A531,オリジナルカクテル,Tommy's Verde Margarita,1800,1
,,,,,,,,,,RB0120260127232002000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135CE5DD78E745F6883A32632496A531,ジャパニーズカクテル,Hojicha Negroni,1700,2
,,,,,,,,,,RB0120260127232002000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135CE5DD78E745F6883A32632496A531,ジャパニーズウイスキー,イチローズモルト リミテッドエディション,2500,2
,,,,,,,,,,RB0120260127235601000,2026/01/28,00:40:01,8250,7500,750,0,8250,750,0,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,750,2,3,00:44:00,A,大泉,77E1D068CB8B42FC945884C5617915EA,ワイン,ボトルワイン,6500,1
,,,,,,,,,,RB0120260127235601000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77E1D068CB8B42FC945884C5617915EA,その他,tablecharge,500,2
,,,,,,,,,,RB0120260128210321000,2026/01/28,21:25:37,5280,4800,480,0,5280,480,0,5280,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,480,2,4,00:22:16,A,大泉,56F37A74B7A144E79A08E2CB2E5A6815,その他,tablecharge,500,2
,,,,,,,,,,RB0120260128210321000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56F37A74B7A144E79A08E2CB2E5A6815,オリジナルカクテル,Arrow Head,2000,1
,,,,,,,,,,RB0120260128210321000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56F37A74B7A144E79A08E2CB2E5A6815,ワイン（グラス）,"サングリア赤　1,800円",1800,1
,,,,,,,,,,RB0120260128203750000,2026/01/28,22:54:17,30690,27900,2790,0,30690,2790,0,30690,0,0,0,0,0,0,0,0,0,0,0,0,0,2790,0,2790,4,21,02:16:27,E,大泉,30383F87EED945858CDF58867A544DEA,スナック,MIXローストナッツ,800,1
,,,,,,,,,,RB0120260128203750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30383F87EED945858CDF58867A544DEA,スナック,生チョコレート,1000,1
,,,,,,,,,,RB0120260128203750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30383F87EED945858CDF58867A544DEA,スナック,ドライフルーツ,1000,1
,,,,,,,,,,RB0120260128203750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30383F87EED945858CDF58867A544DEA,その他,tablecharge,500,4
,,,,,,,,,,RB0120260128203750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30383F87EED945858CDF58867A544DEA,ウイスキー（ハイボール・ボトル・オリジナル）,プレミアムハウスハイボール,2000,1
,,,,,,,,,,RB0120260128203750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30383F87EED945858CDF58867A544DEA,ワイン（グラス）,パナメラ・カルベネ・ソーヴィニョン,1600,2
,,,,,,,,,,RB0120260128203750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30383F87EED945858CDF58867A544DEA,アラカルト,フレンチフライ,1000,1
,,,,,,,,,,RB0120260128203750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30383F87EED945858CDF58867A544DEA,ジャパニーズカクテル,山葵と梨のスマッシュ,2300,1
,,,,,,,,,,RB0120260128203750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30383F87EED945858CDF58867A544DEA,ジャパニーズカクテル,Niu Japonica,1600,1
,,,,,,,,,,RB0120260128203750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30383F87EED945858CDF58867A544DEA,オリジナルカクテル,ゴールデンタイムフィズ,1700,2
,,,,,,,,,,RB0120260128203750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30383F87EED945858CDF58867A544DEA,ワイン（グラス）,"サングリア赤　1,800円",1800,1
,,,,,,,,,,RB0120260128203750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30383F87EED945858CDF58867A544DEA,ワイン（グラス）,"サングリア白　1,800円",1800,3
,,,,,,,,,,RB0120260128203750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30383F87EED945858CDF58867A544DEA,ドリンク,梅酒,1200,2
,,,,,,,,,,RB0120260128223244000,2026/01/28,23:20:38,3780,4200,343,0,3780,343,0,3780,0,0,0,0,0,0,0,0,0,0,0,0,0,-420,0,-420,2,5,00:47:54,"5, 6",大泉,56FD6DCC56E249D0BD04ABB36C83E2B3,未設定,No charge,0,2
